Site,BurialNumber,DeltaC13Car,DeltaC13Col,DeltaN,C_N,MidDate,MidDate2,AgeID,CompID,PlusSigma,MinusSigma,Source,Setting
41WH39,,-9.58,-19.09,10.15,,2400,-2400,2500,Component III,,,Hard and Katzenberg 2011,TCP
41WH39,,-9.19,-18.73,11.38,,2400,-2400,2500,Component III,,,Hard and Katzenberg 2011,TCP
41WH39,,-6.54,-18.53,10.66,,2400,-2400,2500,Component III,,,Hard and Katzenberg 2011,TCP
41WH39,,-6.14,-18.88,10.91,,2400,-2400,2500,Component III,,,Hard and Katzenberg 2011,TCP
41WH39,,-6.1,-19.02,11.08,,2400,-2400,2500,Component III,,,Hard and Katzenberg 2011,TCP
41WH39,,-5.75,-19.19,10.18,,2400,-2400,2500,Component III,,,Hard and Katzenberg 2011,TCP
41WH39,,-5.47,-19.37,10.26,,2400,-2400,2500,Component III,,,Hard and Katzenberg 2011,TCP
41VT1,,-14.01,-17.87,10.7,,2387,-2387,2500,Component III,,,NSF 2015,TCP
41FB3,36,-7.8,-19,11,3.4,2370,-2370,2500,Component III,2760,1980,Hard and Katzenberg 2011,TCP
41VT1,,-12.14,-17.35,9.69,,2350,-2350,2500,Component III,,,NSF 2015,TCP
41FB3,19,-8,-19.1,10.8,3.3,2347.5,-2347.5,2500,Component III,2760,1935,Hard and Katzenberg 2011,TCP
41AU36,,-9.3,-19.68,12.1,,2320,-2320,2500,Component III,,,NSF 2015,TCP
41AU36,178,-11.2,-19.6,10.8,3.2,2285,-2285,2300,Component III,2385,2185,Hard and Katzenberg 2011,TCP
41FB3,23,-12.24,-19.02,10.72,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,16,-11.79,-19.73,11.25,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,11,-11.52,-19.32,10.42,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,7,-11.25,-19.18,11.8,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,9,-11.17,-19.44,11.59,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,5,-10.95,-18.91,10.13,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,26,-10.65,-19.04,11.47,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,39,-9.76,-18.93,11.01,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,24,-9.75,-19.13,10.28,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41FB3,33,-8.88,-18.53,11.59,,2250,-2250,2300,Component III,,,Hard and Katzenberg 2011,TCP
41AU36,,-13.44,-19.52,10.67,,2245,-2245,2300,Component III,,,NSF 2015,TCP
41AU36,,-10.47,-19.05,11.43,,2241,-2241,2300,Component III,,,NSF 2015,TCP
41AU36,,-9.86,-18.75,11.42,,2239,-2239,2300,Component III,,,NSF 2015,TCP
41AU36,,-8.67,-19.61,10.96,,2233,-2233,2300,Component III,,,NSF 2015,TCP
41AU36,,-8.92,-18.86,11.54,,2231,-2231,2300,Component III,,,NSF 2015,TCP
41AU36,,-9.4,-19.59,9.62,,2229,-2229,2300,Component III,,,NSF 2015,TCP
41AU36,,-8.68,-19.56,11.22,,2225,-2225,2300,Component III,,,NSF 2015,TCP
41WH39,FEA 3,-7.9,-18.9,11,3.2,2205,-2205,2300,Component III,2360,2050,Hard and Katzenberg 2011,TCP
41WH39,FEA 42,-4.2,-18.8,11.2,3.2,2205,-2205,2300,Component III,2360,2050,Hard and Katzenberg 2011,TCP
41FB3,35,-8.3,-19.1,10,3.2,2175,-2175,2300,Component III,2480,1870,Hard and Katzenberg 2011,TCP
41AU36,,-10.04,-19.34,11.91,,2121,-2121,2300,Component III,,,NSF 2015,TCP
41AU36,,-11.46,-19.21,10.73,,2102,-2102,2300,Component III,,,NSF 2015,TCP
41FB3,21,-10,-19.4,9.7,3.2,2095,-2095,2100,Component III,2390,1800,Hard and Katzenberg 2011,TCP
41VT98,23,,-18.1,9.7,2.7,2090,-2090,2100,Component III,2130,2050,Ricklis et al 2012,TCP
41GV66,,-5.84,-10.99,11.73,,2080,-2080,2100,Component III,,,NSF 2015,TCP
41AU36,154,-9.2,-19.1,11,3.3,2050,-2050,2100,Component III,2160,1940,Hard and Katzenberg 2011,TCP
41AU36,,-8.8,-18.35,10.54,,1910,-1910,2100,Component III,,,NSF 2015,TCP
41GV66,10,-6.9,-11.5,11.6,,1867.5,-1867.5,1900,Component III,2045,1690,Hard and Katzenberg 2011,TCP
41VT1,,-11.17,-17.9,9.92,,1853,-1853,1900,Component III,,,NSF 2015,TCP
41AU36,,-13.23,-19.03,12.3,,1850,-1850,1900,Component III,,,NSF 2015,TCP
41AU36,,-11.19,-18.75,11.77,,1835,-1835,1900,Component III,,,NSF 2015,TCP
41NU2,,-4.74,-8.38,12.16,,1773,-1773,1900,Component III,,,NSF 2015,TCP
41CF2,,-7.36,-14.37,12.58,,1771,-1771,1900,Component III,,,NSF 2015,TCP
41NU2,,-7.09,-11,12.38,,1769,-1769,1900,Component III,,,NSF 2015,TCP
41NU2,,-6.45,-10.71,13.06,,1768,-1768,1900,Component III,,,NSF 2015,TCP
41VT1,,-8.36,-18.15,10.49,,1666,-1666,1700,Component III,,,NSF 2015,TCP
41NU2,,-4.62,-10.98,11.77,,1659,-1659,1700,Component III,,,NSF 2015,TCP
41CF3,B11b,,-14.8,12.2,Unknown,1640,-1640,1700,Component III,1710-1570,,Terneny 2005,TCP
41AU36,,-7.53,-18.49,10.7,,1630,-1630,1700,Component III,,,NSF 2015,TCP
41NU2,,-6.14,-8.2,12.73,,1610,-1610,1700,Component III,,,NSF 2015,TCP
41VT1,,-9.45,-18.11,11.66,,1605,-1605,1700,Component III,,,NSF 2015,TCP
41VT94,20,-14.7,-17.8,10.4,,1590,-1590,1700,Component III,2001,1179,Huebner and Comuzzie 1992,TCP
41NU2,,-7.18,-10.33,11.7,,1576,-1576,1700,Component III,,,NSF 2015,TCP
41AU36,,-8.41,-19.38,10.9,,1538,-1538,1700,Component III,,,NSF 2015,TCP
41AU36,,-8.4,-19.48,9.94,,1530,-1530,1700,Component III,,,NSF 2015,TCP
41NU2,,-6.06,-9.95,12.64,,1420,-1420,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.09,-9.73,11.9,,1388,-1388,1500,Component III,,,NSF 2015,TCP
41NU2,,-5.31,-8.56,12.53,,1388,-1388,1500,Component III,,,NSF 2015,TCP
41NU2,,-5.4,-9.43,11.98,,1382,-1382,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.46,-9.89,12.53,,1379,-1379,1500,Component III,,,NSF 2015,TCP
41HG1,,-6.86,-13.06,11.85,,1378,-1378,1500,Component III,,,NSF 2015,TCP
41NU2,,-5.81,-9.26,12.59,,1371,-1371,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.52,-9.66,11.99,,1366,-1366,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.55,-9.95,11.51,,1358,-1358,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.78,-11.61,12.41,,1358,-1358,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.28,-9.51,12.94,,1357,-1357,1500,Component III,,,NSF 2015,TCP
41NU2,,-5.85,-9.47,12.58,,1348,-1348,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.54,-10.49,12.21,,1342,-1342,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.94,-9.42,12.27,,1339,-1339,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.25,-9.76,12.63,,1339,-1339,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.61,-10.24,11.62,,1335,-1335,1500,Component III,,,NSF 2015,TCP
41NU2,,-8.15,-8.44,13.93,,1335,-1335,1500,Component III,,,NSF 2015,TCP
41AU36,33,-9.6,-16,10.8,3.5,1335,-1335,1500,Component III,1440,1230,Hard and Katzenberg 2011,TCP
41NU2,,-6.16,-9.78,11.92,,1332,-1332,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.79,-10.05,12.51,,1331,-1331,1500,Component III,,,NSF 2015,TCP
41NU2,,-7.17,-9,13.95,,1328,-1328,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.65,-10.58,12.65,,1325,-1325,1500,Component III,,,NSF 2015,TCP
41NU2,,-5.81,-9.43,12.06,,1321,-1321,1500,Component III,,,NSF 2015,TCP
41NU2,,-8.13,-11.78,13.05,,1320,-1320,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.07,-9.34,12.11,,1318,-1318,1500,Component III,,,NSF 2015,TCP
41VT1,,-12.31,-17.96,9.8,,1317,-1317,1500,Component III,,,NSF 2015,TCP
41NU2,,-7.45,-11.62,11.25,,1316,-1316,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.39,-9.54,11.55,,1308,-1308,1500,Component III,,,NSF 2015,TCP
41NU2,,-5,-9.8,11.72,,1307,-1307,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.95,-10.93,12.92,,1306,-1306,1500,Component III,,,NSF 2015,TCP
41NU2,,-5.99,-9.67,11.8,,1305,-1305,1500,Component III,,,NSF 2015,TCP
41NU2,,-6.55,-10.5,12.23,,1302,-1302,1500,Component III,,,NSF 2015,TCP
41NU2,,-5.57,-8.44,11.38,,1301,-1301,1500,Component III,,,NSF 2015,TCP
41NU2,,-7.7,-11.2,10.86,,1300,-1300,1300,Component III,,,NSF 2015,TCP
41NU2,,-6.77,-9.32,11.36,,1294,-1294,1300,Component III,,,NSF 2015,TCP
41NU2,,-6.19,-9.85,11.45,,1293,-1293,1300,Component III,,,NSF 2015,TCP
41NU2,,-6.7,-9.65,11.49,,1290,-1290,1300,Component III,,,NSF 2015,TCP
41GV66,,-7.08,-11.4,11.8,,1285,-1285,1300,Component III,,,NSF 2015,TCP
41NU2,,-8.47,-13.17,13.52,,1283,-1283,1300,Component III,,,NSF 2015,TCP
41NU2,,-6.26,-9.22,11.16,,1282,-1282,1300,Component III,,,NSF 2015,TCP
41HG1,,-6.45,-13.15,12.24,,1266,-1266,1300,Component III,,,NSF 2015,TCP
41NU2,,-4.82,-11.11,12.07,,1255,-1255,1300,Component III,,,NSF 2015,TCP
41NU2,,-7.27,-10.54,11.24,,1248,-1248,1300,Component III,,,NSF 2015,TCP
41NU2,85,-6.1,-10.4,11.1,3.2,1235,-1235,1300,Component III,1340,1130,Hard and Katzenberg 2011,TCP
41VT1,,-5.68,-11.3,11.3,,1225,-1225,1300,Component III,,,NSF 2015,TCP
41NU2,,-5.85,-11.02,11.65,,1219,-1219,1300,Component III,,,NSF 2015,TCP
41GV66,,-8.2,-11.11,11.41,,1216,-1216,1300,Component III,,,NSF 2015,TCP
41GV66,,-9.36,-11.53,10.72,,1209,-1209,1300,Component III,,,NSF 2015,TCP
41NU2,,-6.38,-9.6,11.71,,1168,-1168,1300,Component III,,,NSF 2015,TCP
41GV66,12,-7.3,-10.6,11.6,,1165,-1165,1300,Component III,1330,1000,Hard and Katzenberg 2011,TCP
41NU2,22,-3.7,-7.2,10.7,3.2,1150,-1150,1300,Component III,1280,1020,Hard and Katzenberg 2011,TCP
41HR80,1,-10.25,-16.67,10.22,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,9,-9.82,-16.88,10.06,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,16,-9.82,-16.71,10.57,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,4,-9.7,-16.73,9.81,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,9A,-9.54,-16.37,10.14,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,14,-9.53,-15.65,10.14,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,5,-9.3,-15.92,10.19,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,13,-9.08,-13.75,10.79,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,20,-8.89,-15.06,10.4,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41HR80,31,-8.17,-12.44,10.63,,1150,-1150,1300,Component III,,,Hard and Katzenberg 2011,TCP
41GV66,,-7.71,-10.24,12.4,,1134,-1134,1300,Component III,,,NSF 2015,TCP
41NU2,,-5.04,-10.25,10.96,,1126,-1126,1300,Component III,,,NSF 2015,TCP
41GV66,,-8.07,-10.66,11.74,,1123,-1123,1300,Component III,,,NSF 2015,TCP
41VT1,,-12.96,-18.61,9.27,,1118,-1118,1300,Component III,,,NSF 2015,TCP
41GV66,4,-8.7,-13.2,11.3,,1110,-1110,1300,Component III,1215,1005,Hard and Katzenberg 2011,TCP
41VT94,1,-12.7,-19.2,10.3,,1070,-1070,1100,Component III,1246,894,Huebner and Comuzzie 1992,TCP
41CF2,,-6.8,-13.98,11.48,,1013,-1013,1100,Component III,,,NSF 2015,TCP
41CF2,,-7.05,-13.16,11.45,,1004,-1004,1100,Component III,,,NSF 2015,TCP
41VT1,,-13.04,-18.72,10.75,,978,-978,1100,Component III,,,NSF 2015,TCP
41GV66,fea 25,,-12.1,10.2,,927.5,-927.5,1100,Component III,1055,800,Huebner 1994,TCP
41GV66,7,-7.4,-10.7,11.6,,912.5,-912.5,1100,Component III,1030,795,Hard and Katzenberg 2011,TCP
41VT1,82,-11.8,-18.2,9.6,3.3,910,-910,1100,Component III,990,830,Hard and Katzenberg 2011,TCP
41HG1,B5,,-20.1,12.9,Unknown,875,-875,900,Component III,960-790,,Terneny 2005,TCP
41VT1,,-11.47,-17.9,10.6,,850,-850,900,Component III,,,NSF 2015,TCP
41CF2,,-7.82,-16.39,11.44,,808,-808,900,Component III,,,NSF 2015,TCP
41HG1,B1,,-15.1,12.3,Unknown,725,-725,900,Component III,780-670,,Terneny 2005,TCP
41HG1,,-7.31,-15.34,12.72,,717,-717,900,Component III,,,NSF 2015,TCP
41GV66,fea 52,-5.7,-11.9,11.5,,692.5,-692.5,700,Component III,780,605,Hard and Katzenberg 2011,TCP
41GV66,fea87,-9,-12.7,11.3,,690,-690,700,Component III,720,660,Hard and Katzenberg 2011,TCP
41HG1,,-8.04,-15.02,11.97,,675,-675,700,Component III,,,NSF 2015,TCP
41AU36,,-8.53,-19.1,10.32,,671,-671,700,Component III,,,NSF 2015,TCP
41AU36,,-9.94,-19.6,9.18,,667,-667,700,Component III,,,NSF 2015,TCP
41AU36,57,-7.3,-18.8,10.2,3.5,665,-665,700,Component III,730,600,Hard and Katzenberg 2011,TCP
41GV66,3,-8.9,-12.7,10.2,,665,-665,700,Component III,730,600,Hard and Katzenberg 2011,TCP
41GV66,fea 84,-7.4,-12.5,10.9,,642.5,-642.5,700,Component III,770,515,Hard and Katzenberg 2011,TCP
41GV66,,-6.64,-13.29,11.66,,638,-638,700,Component III,,,NSF 2015,TCP
41GV66,,-8.1,-10.8,12.33,,626,-626,700,Component III,,,NSF 2015,TCP
41GV66,fea 86,-8.4,-13.9,11.1,,607.5,-607.5,700,Component III,700,515,Hard and Katzenberg 2011,TCP
41GV66,,-7.21,-13.43,11.05,,605,-605,700,Component III,,,NSF 2015,TCP
41GV66,,-6.77,-12.88,11.59,,605,-605,700,Component III,,,NSF 2015,TCP
41HG1,,-8.56,-15.23,13.24,,603,-603,700,Component III,,,NSF 2015,TCP
41GV66,,-7.07,-14.8,11.06,,601,-601,700,Component III,,,NSF 2015,TCP
41AU36,,-7.32,-19.3,10.96,,597,-597,700,Component III,,,NSF 2015,TCP
41GV66,,-7.18,-12.85,11.44,,595,-595,700,Component III,,,NSF 2015,TCP
41GV66,,-8.09,-12.17,11.92,,595,-595,700,Component III,,,NSF 2015,TCP
41AU36,,-9.7,-19.46,11.45,,594,-594,700,Component III,,,NSF 2015,TCP
41GV66,,-6.05,-15.03,11.1,,539,-539,700,Component III,,,NSF 2015,TCP
41GV66,,-5.61,-14.11,12.26,,532,-532,700,Component III,,,NSF 2015,TCP
41AU36,,-8.29,-19.91,10.65,,527,-527,700,Component III,,,NSF 2015,TCP
41GV66,,-10.66,-15.18,10.1,,522,-522,700,Component III,,,NSF 2015,TCP
41GV66,,-10.89,-15.72,9.22,,513,-513,700,Component III,,,NSF 2015,TCP
41GV66,,-9.44,-13.67,11.05,,511,-511,700,Component III,,,NSF 2015,TCP
41GV66,,-8.76,-13.59,11.36,,511,-511,700,Component III,,,NSF 2015,TCP
41GV66,,-7.6,-12.32,11.59,,510,-510,700,Component III,,,NSF 2015,TCP
41GV66,,-10.6,-15.9,11.1,,496,-496,500,Component III,,,NSF 2015,TCP
41GV66,fea 921a,-6.3,-13,11.6,,485,-485,500,Component III,600,370,Hard and Katzenberg 2011,TCP
41NU2,,-6.13,-8.95,11.93,,448,-448,500,Component III,,,NSF 2015,TCP
41AU36,,-11.4,-18.39,13.36,,446,-446,500,Component III,,,NSF 2015,TCP
41GV66,,-13.59,-13.89,12.32,,439,-439,500,Component III,,,NSF 2015,TCP
41GV66,fea30,,-14.7,10.6,,407,-407,500,Component III,502,312,Huebner 1994,TCP
41GV66,fea 61,,-15.7,9.8,,379,-379,500,Component III,468,290,Huebner 1994,TCP
41GV66,,-7.17,-12.02,12.6,,370,-370,500,Component III,,,NSF 2015,TCP
